movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
The Beastmaster,21000,,English,Don Coscarelli,1982,Action|Adventure|Fantasy,0,summer,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,4,6.2,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,1.85,44,USA,90,0,152,4,Rip Torn,87,Color,8/20/1982 0:00,23714,John Amos,826,15345,Vanna Bonta,982,8000000
The Beaver,34000,958319,English,Jodie Foster,2011,Drama,17000,spring,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,4,6.7,beaver puppet|depression|dysfunctional family|puppet|speech,2.35,276,USA,91,0,0,3,Riley Thomas Stewart,148,Color,5/19/2011 0:00,34705,Cherry Jones,220,39764,Jennifer Lawrence,242,21000000
The Believer,33000,406035,English,Henry Bean,2001,Drama,0,summer,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,4,7.2,jew|jewish nazi|nazism|racism|skinhead,1.66,84,USA,98,0,21,3,Summer Phoenix,159, Black and White,8/23/2001 0:00,33441,Theresa Russell,76,30314,Ryan Gosling,243,1500000
The Benchwarmers,11000,57651794,English,Dennis Dugan,2006,Comedy|Romance|Sport,0,spring,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,,5.6,baseball|baseball team|bully|millionaire|team,1.85,90,USA,75,2,221,4,Tim Meadows,209,Color,4/7/2006 0:00,13125,Jon Heder,553,40651,Jon Lovitz,970,33000000
The Best Exotic Marigold Hotel,1000,46377022,English,John Madden,2011,Comedy|Drama,48000,spring,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,,7.3,hotel|india|marigold|retiree|retirement,2.35,264,UK,124,3,108,4,Celia Imrie,266,Color,5/25/2012 0:00,1898,Penelope Wilton,186,75306,Tom Wilkinson,400,10000000
The Best Little Whorehouse in Texas,1000,69700000,English,Colin Higgins,1982,Comedy|Musical,0,summer,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,3.5,5.8,chicken|governor|locker room|sheriff|texas,2.35,11,USA,114,2,19,4,Dom DeLuise,48,Color,7/23/1982 0:00,3688,Barry Corbin,842,7748,Dolly Parton,883,35000000
The Best Man Holiday,1000,70492685,English,Malcolm D. Lee,2013,Comedy|Drama,7000,fall,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,2,6.7,childbirth|christmas|gay slur|infidelity|punched in the nose,2.35,56,USA,123,5,92,4,Eddie Cibrian,64,Color,11/15/2013 0:00,5306,Sanaa Lathan,849,11600,Harold Perrineau,886,17000000
The Best Man,1000,34074895,English,Malcolm D. Lee,1999,Comedy|Drama,0,fall,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,5,6.7,african american|bachelor party|brooklyn bridge|family relationships|stripper,1.85,32,USA,120,6,92,4,Jarrod Bunch,79,Color,10/22/1999 0:00,5420,Sanaa Lathan,862,6525,Harold Perrineau,886,9000000
The Best of Me,775,26761283,English,Michael Hoffman,2014,Drama|Romance,19000,fall,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,,6.7,adultery|based on novel|heart transplant|infidelity|protective male,2.35,85,USA,118,0,97,4,Clarke Peters,99,Color,10/17/2014 0:00,3197,Gerald McRaney,437,43084,Luke Bracey,523,26000000
The Best Offer,5000,85433,English,Giuseppe Tornatore,2013,Crime|Drama|Mystery|Romance,31000,winter,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,3,7.8,antique|art|heiress|older man younger woman relationship|plot twist,2.35,124,Italy,131,2,911,2,Liya Kebede,131,Color,1/1/2014 0:00,5954,Sean Buchanan,232,69676,Jim Sturgess,234,13500000
The Best Years of Our Lives,749,23650000,English,William Wyler,1946,Drama|Romance|War,0,spring,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,2,8.1,love|pity|readjusting to civilian life|veteran|world war two veteran,1.37,97,USA,172,5,355,1,Dana Andrews,235, Black and White,6/17/1947 0:00,1941,Teresa Wright,188,40359,Myrna Loy,208,2100000
The Betrayed,368,,English,Amanda Gusack,2008,Crime|Drama|Mystery|Thriller,127,Fail,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,,6.1,blood splatter|ski mask|stolen money|vomiting|warehouse,1.85,15,USA,98,0,0,No_Date,Blaine Anderson,11,Color,No date,668,Christian Campbell,31,1634,Alice Krige,168,3500000
The Beyond,48,126387,Italian,Lucio Fulci,1981,Horror,2000,winter,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,4,6.9,doctor|hell|hotel|painter|plumber,2.35,203,Italy,82,0,385,4,Al Cliver,253, Black and White,3/11/1983 0:00,123,David Warbeck,22,14985,Catriona MacColl,22,400000
The BFG,535,52792307,English,Steven Spielberg,2016,Adventure|Family|Fantasy,27000,summer,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,,6.8,cannibal|evil brother|giant|london england|queen,2.35,252,UK,117,0,14000,4,Rafe Spall,106,Color,7/1/2016 0:00,1950,Penelope Wilton,358,12572,Mark Rylance,400,140000000
The Big Bounce,11000,6471394,English,George Armitage,2004,Comedy|Crime,288,winter,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,,4.9,breasts|consensual sex|female nudity|judge|surfer,2.35,75,USA,88,5,5,4,Willie Nelson,93,Color,1/30/2004 0:00,11972,Andrew Wilson,338,15880,Morgan Freeman,387,50000000
The Big Hit,904,27052167,English,Kirk Wong,1998,Action|Comedy|Crime|Thriller,934,spring,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,,6.1,hitman|kidnapping|kosher|vhs|video store,1.85,57,USA,91,5,6,4,Antonio Sabato Jr.,168,Color,4/24/1998 0:00,3353,Elliott Gould,459,24834,Bokeem Woodbine,471,13000000
The Big Lebowski,22000,17439163,English,Joel Coen,1998,Comedy|Crime,35000,winter,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,,8.2,death|drug|nihilism|rug|white russian,1.85,249,USA,117,1,0,4,Steve Buscemi,1028,Color,3/6/1998 0:00,47728,Jeff Bridges,12000,537419,Philip Seymour Hoffman,12000,15000000
The Big Parade,81,,,King Vidor,1925,Drama|Romance|War,226,Fail,http://www.imdb.com/title/tt0015624/?ref_=fn_tt_tt_1,3,8.3,chewing gum|climbing a tree|france|translation problems|world war one,1.33,48,USA,151,0,54,No weekday,Claire Adams,45, Black and White,No date,108,Ren\xc3\xa9e Ador\xc3\xa9e,6,4849,John Gilbert,12,245000
The Big Short,33000,70235322,English,Adam McKay,2015,Biography|Comedy|Drama|History,99000,winter,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,3,7.8,bank|banking|finance|fraud|mortgage,2.35,426,USA,130,4,285,2,Charlie Talbert,374,Color,12/23/2015 0:00,57308,Christian Bale,767,182983,Ryan Gosling,23000,28000000
The Big Swap,19,,English,Niall Johnson,1998,Drama,29,Fail,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,4,5.6,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,1.33,4,UK,114,0,7,No_Date,Thierry Harcourt,7,Color,No date,37,Mark Caven,2,270,Kevin Howarth,16,
The Big Tease,759,185577,English,Kevin Allen,1999,Comedy,182,winter,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,2.5,6.3,competition|fake documentary|hairdresser|nudity|reference to liberace,1.85,33,UK,86,1,8,4,Mary McCormack,31,Color,1/28/2000 0:00,2805,Frances Fisher,428,2133,Craig Ferguson,638,4000000
The Big Wedding,49000,21784432,English,Justin Zackham,2013,Comedy,0,spring,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,,5.6,adoption|divorce|family relationships|farce|wedding,2.35,133,USA,89,8,16,4,Topher Grace,108,Color,4/26/2013 0:00,74181,Robert De Niro,2000,37493,Robin Williams,22000,35000000
The Big Year,734,7204138,English,David Frankel,2011,Comedy,11000,fall,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,4,6.2,alaska|birding|competition|migration|storm,2.35,108,USA,100,0,64,4,JoBeth Williams,125,Color,10/14/2011 0:00,2085,Kevin Pollak,296,34809,Joel McHale,574,41000000
The Birth of a Nation,990,,English,Nate Parker,2016,Biography|Drama,0,fall,http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1,,5.4,,2.35,21,USA,120,1,664,4,Aunjanue Ellis,8,Color,10/7/2016 0:00,3525,Nate Parker,400,1197,Jason Stuart,664,10000000
The Black Dahlia,19000,22518325,English,Brian De Palma,2006,Crime|Drama|Mystery|Thriller,0,summer,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,5,5.6,black dahlia|boxer|corpse|death|partner,2.35,240,Germany,121,0,0,4,Mike Starr,644,Color,9/15/2006 0:00,22833,Mia Kirshner,854,63363,Scarlett Johansson,972,50000000
The Black Hole,889,,English,Gary Nelson,1979,Action|Sci-Fi,4000,winter,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,2.5,5.9,black hole|escape|palomino|robot|scientist,2.35,90,USA,98,0,20,4,Yvette Mimieux,230,Color,12/21/1979 0:00,2110,Maximilian Schell,160,18481,Robert Forster,877,20000000
The Black Stallion,481,,English,Carroll Ballard,1979,Adventure|Family|Sport,0,fall,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1,0.5,7.4,black horse|boy horse relationship|horse|rescued by a horse|training,1.85,33,USA,118,0,19,2,Hoyt Axton,90,Color,10/17/1979 0:00,681,Kelly Reno,48,8856,Teri Garr,81,2700000
The Blair Witch Project,170,140530114,English,Daniel Myrick,1999,Horror,0,summer,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,1,6.4,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,1.33,360,USA,81,0,19,4,Michael C. Williams,3400, Black and White,7/30/1999 0:00,399,Joshua Leonard,39,186786,Heather Donahue,170,60000
The Blind Side,768,255950375,English,John Lee Hancock,2009,Biography|Drama|Sport,38000,fall,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,,7.7,american football|based on true story|football star|high school football|left tackle,1.85,261,USA,129,0,102,4,Kim Dickens,420,Color,11/20/2009 0:00,3389,Quinton Aaron,624,223127,Catherine Dyer,734,29000000
The Blood of Heroes,848,882290,English,David Webb Peoples,1989,Action|Sci-Fi|Sport,999,winter,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,3.5,6.5,battle|blood splatter|combat|game|showdown,1.33,21,Australia,90,2,73,4,Anna Katarina,43,Color,2/23/1990 0:00,1526,Joan Chen,26,4792,Delroy Lindo,643,10000000
The Blood of My Brother,,,English,Andrew Berends,2005,Documentary|War,14,Fail,http://www.imdb.com/title/tt0488873/?ref_=fn_tt_tt_1,,6.6,american|blood|dream|patrol|tank,1.66,12,USA,90,1,0,No_Date,,7,Color,No date,0,,,102,,,120000
The Blue Bird,94,,English,Walter Lang,1940,Drama|Family|Fantasy,548,winter,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,3,6.5,1800s|bird|blue bird of happiness|foreign language adaptation|past,1.37,7,USA,83,1,9,0,Gale Sondergaard,25, Black and White,1/15/1940 0:00,293,Nigel Bruce,51,1047,Spring Byington,62,
The Blue Butterfly,882,,English,L\xc3\xa9a Pool,2004,Adventure|Drama,392,summer,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,,6.3,butterfly|entomologist|morpho butterfly|rain|rain forest,1.85,17,Canada,97,1,4,3,Raoul Max Trujillo,28,Color,8/26/2004 0:00,1554,Marc Donato,194,1337,William Hurt,450,12500000
The Blue Lagoon,1000,,English,Randal Kleiser,1980,Adventure|Drama|Romance,0,summer,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,4,5.7,coming of age|island|poison|teenage boy|teenage girl,1.85,36,USA,104,0,116,2,Leo McKern,140,Color,7/2/1980 0:00,1662,Christopher Atkins,83,50125,Brooke Shields,511,4500000
The Blue Room,412,231186,French,Mathieu Amalric,2014,Crime|Romance|Thriller,389,spring,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,3.5,6.3,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,1.33,92,France,76,0,412,5,Laurent Poitrenaux,16,Color,5/17/2014 0:00,421,L\xc3\xa9a Drucker,3,2082,Mathieu Amalric,4,
The Blues Brothers,1000,54200000,English,John Landis,1980,Action|Comedy|Crime|Music,14000,summer,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,,7.9,band|catholic|money|parolee|prison,1.85,125,USA,148,1,644,4,Ray Charles,319,Color,6/20/1980 0:00,2566,Aretha Franklin,326,142448,John Belushi,809,27000000
The Bodyguard,970,121945720,English,Mick Jackson,1992,Action|Drama|Music|Romance,0,fall,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,,6.1,bodyguard|manager|pop singer|secret service agent|singer,1.85,48,USA,129,0,81,2,DeVaughn Nixon,126,Color,11/25/1992 0:00,2551,Mike Starr,164,89972,Bill Cobbs,854,25000000
The Bold and the Beautiful            ,177,,English,,,Drama|Romance,748,Fail,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,3,3.5,beverly hills california|family relationships|los angeles california|soap opera,1.78,1,USA,30,0,,Series_No_Date,Hunter Tylo,54,Color,No date,639,Katherine Kelly Lang,140,5478,Ronn Moss,170,
The Bone Collector,18000,66488090,English,Phillip Noyce,1999,Crime|Drama|Mystery|Thriller,0,fall,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,3,6.7,new york city|police|quadriplegic|serial killer|suicide,2.35,75,USA,118,2,176,4,Leland Orser,397,Color,11/5/1999 0:00,29748,Angelina Jolie Pitt,308,120202,Denzel Washington,11000,48000000
The Book of Eli,18000,94822707,English,Albert Hughes,2010,Action|Adventure|Drama|Thriller,20000,winter,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,,6.9,blind|book|long take|post apocalypse|water,2.35,325,USA,118,0,117,4,Gary Oldman,560,Color,1/15/2010 0:00,44797,Mila Kunis,10000,227072,Denzel Washington,15000,80000000
The Book of Life,17000,50150619,English,Jorge R. Guti\xc3\xa9rrez,2014,Adventure|Animation|Comedy|Family|Fantasy|Romance,18000,fall,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,3,7.3,afterlife|bullfight|bullfighting|love triangle|mexico,2.35,156,USA,95,1,34,4,Ana de la Reguera,102,Color,10/17/2014 0:00,19513,Hector Elizondo,679,45580,Channing Tatum,995,50000000
"The Book of Mormon Movie, Volume 1: The Journey",178,1098224,English,Gary Rogers,2003,Adventure,32,winter,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,,3.3,jerusalem|journey|promised land|ship|wilderness,1.85,7,USA,120,1,0,0,Bruce Newbold,30,Color,1/12/2004 0:00,359,Kirby Heyborne,40,397,Noah Danby,69,2000000
The Book Thief,876,21483154,English,Brian Percival,2013,Drama|War,53000,fall,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,,7.6,basement|book|girl|library|track,2.35,252,USA,131,1,33,2,Roger Allam,236,Color,11/27/2013 0:00,1985,Sophie N\xc3\xa9lisse,326,98741,Emily Watson,526,19000000
The Boondock Saints II: All Saints Day,12000,10269307,English,Troy Duffy,2009,Action|Crime|Thriller,0,fall,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,3,6.3,final showdown|ireland|justice|priest|sheep,2.35,91,USA,138,0,78,4,Clifton Collins Jr.,188,Color,12/11/2009 0:00,17524,Julie Benz,968,53251,Norman Reedus,3000,8000000
The Boondock Saints,12000,,English,Troy Duffy,1999,Action|Crime|Thriller,16000,fall,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,1,7.9,fbi|fbi agent|friend|irish|mafia,2.35,100,Canada,102,2,78,4,Bob Marley,876, Black and White,11/19/1999 0:00,12680,David Della Rocco,184,197845,Norman Reedus,333,7000000
The Border            ,70,,Polish,,,Action|Crime|Drama|Thriller,64,Fail,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,4.5,7.4,,,1,Poland,41,4,,No_Date,Jaroslaw Boberek,2,Color,No date,74,Marian Dziedziel,2,271,Jacek Koman,2,
The Borrowers,1000,22359293,English,Peter Hewitt,1997,Adventure|Comedy|Family|Fantasy,0,winter,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,3.5,5.8,child's point of view|house|lawyer|real estate|washing machine,1.85,42,UK,89,0,12,4,Mark Williams,39,Color,2/13/1998 0:00,2056,Bradley Pierce,373,16222,Jim Broadbent,409,29000000
The Boss,22000,63034755,English,Ben Falcone,2016,Comedy,0,spring,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,3,5.3,business|girl scouts|orphanage|overweight woman|quitting a job,1.85,154,USA,99,1,265,4,Ben Falcone,96,Color,4/8/2016 0:00,23562,Tyler Labine,265,16984,Peter Dinklage,779,29000000
The Bounty Hunter,18000,67061228,English,Andy Tennant,2010,Action|Comedy|Romance,0,winter,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,,5.5,bounty hunter|death|murder|police officer|reporter,2.35,161,USA,110,1,72,4,Peter Greene,135,Color,3/19/2010 0:00,21554,Dorian Missick,789,96565,Gerard Butler,1000,40000000
The Bounty,14000,8600000,English,Roger Donaldson,1984,Action|Adventure|Drama|History|Romance,1000,spring,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,4.5,7,lieutenant|lifeboat|mutiny|sailing ship|ship,2.35,29,UK,132,2,79,4,Laurence Olivier,95,Color,5/4/1984 0:00,28094,Anthony Hopkins,1000,17982,Liam Neeson,12000,25000000
The Bourne Identity,13000,121468960,English,Doug Liman,2002,Action|Mystery|Thriller,0,spring,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,,7.9,amnesia|assassin|money|political thriller|three word title,2.35,249,USA,119,1,218,4,Nicky Naud\xc3\xa9,849,Color,6/14/2002 0:00,13249,Josh Hamilton,73,407601,Matt Damon,147,60000000
The Bourne Legacy,10000,113165635,English,Tony Gilroy,2012,Action|Adventure|Thriller,31000,summer,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,5,6.7,assassin|cia|drone|pill|wolf,2.35,436,USA,135,0,209,4,Stacy Keach,504,Color,8/10/2012 0:00,12175,Scott Glenn,602,229823,Jeremy Renner,826,125000000
The Bourne Supremacy,13000,176049130,English,Paul Greengrass,2004,Action|Mystery|Thriller,0,summer,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,2,7.8,assassin|car chase|cia|hidden truth|one against many,2.35,239,USA,108,1,521,4,Oksana Akinshina,806,Color,7/23/2004 0:00,14161,Joan Allen,129,348232,Matt Damon,805,75000000
The Bourne Ultimatum,13000,227137090,English,Paul Greengrass,2007,Action|Mystery|Thriller,0,summer,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,4,8.1,action hero|cia|dark past|flashback|memory,2.35,329,USA,115,0,521,4,Albert Finney,820,Color,8/3/2007 0:00,17369,Edgar Ram\xc3\xadrez,883,491077,Matt Damon,897,110000000
The Box,902,15045676,English,Richard Kelly,2009,Drama|Fantasy|Mystery|Thriller,0,fall,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,2,5.6,alien|library|moral dilemma|nosebleed|supernatural power,2.35,287,USA,115,1,219,4,Celia Weston,376,Color,11/6/2009 0:00,2466,Gillian Jacobs,258,76303,Frank Langella,837,16000000
The Boxtrolls,874,50807639,English,Graham Annable,2014,Adventure|Animation|Comedy|Family|Fantasy,11000,fall,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,,6.8,chase|puppet animation|red hat|stop motion animation|troll,1.85,219,USA,96,3,7,4,Tracy Morgan,122,Color,9/26/2014 0:00,3151,Dee Bradley Baker,642,40883,Isaac Hempstead Wright,668,60000000
The Boy in the Striped Pajamas,77,9030581,English,Mark Herman,2008,Drama|War,38000,fall,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,,7.8,boy|fence|jew|nazis|poison gas,1.85,185,UK,94,0,39,2,Cara Horgan,398,Color,11/26/2008 0:00,156,Sheila Hancock,18,132386,Richard Johnson,32,12500000
The Boy Next Door,3000,35385560,English,Rob Cohen,2015,Mystery|Thriller,8000,winter,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,3.5,4.6,adultery|argument|older woman younger man relationship|oral sex|sex scene,2.35,149,USA,91,1,357,4,Adam Hicks,131,Color,1/23/2015 0:00,4807,Hill Harper,326,27198,Ryan Guzman,465,4000000
The Boy,4000,35794166,English,William Brent Bell,2016,Horror|Mystery|Thriller,20000,winter,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,3,6,animate doll|doll|england|nanny|surprise ending,2.35,159,USA,97,0,19,4,Stephanie Lemelin,155,Color,1/22/2016 0:00,4687,Rupert Evans,130,35654,Lauren Cohan,334,10000000
The Boys from Brazil,1000,,English,Franklin J. Schaffner,1978,Drama|Thriller,0,fall,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,,7,1970s|jew|nazi|nazi hunter|paraguay,1.85,55,UK,125,3,76,4,Steve Guttenberg,123,Color,10/6/1978 0:00,4659,Anne Meara,801,20660,Laurence Olivier,837,12000000
The Brain That Sings,,,Arabic,Amal Al-Agroobi,2013,Documentary|Family,54,Fail,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,,8.2,autism|middle east|music therapy|united arab emirates,,,United Arab Emirates,62,1,58,No_Date,,,Color,No date,0,,,18,,,125000
The Brass Teapot,975,6643,English,Ramaa Mosley,2012,Comedy|Fantasy|Thriller,0,spring,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,,6.4,mini dress|mini skirt|money|voyeur|voyeurism,2.35,62,USA,101,2,6,0,Alia Shawkat,39,Color,4/15/2013 0:00,4184,Michael Angarano,727,11965,Jack McBrayer,947,900000
The Brave Little Toaster,11000,,English,Jerry Rees,1987,Adventure|Animation|Comedy|Family|Fantasy|Musical,0,summer,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,,7.3,journey|obsolescence|radio|toaster|vacuum cleaner,,17,USA,90,0,115,4,Mindy Sterling,62,Color,7/10/1987 0:00,12359,Phil Hartman,385,19650,Jon Lovitz,516,2300000
The Break-Up,4000,118683135,English,Peyton Reed,2006,Comedy|Drama|Romance,0,spring,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,,5.8,art|break up|football video game|kitchen|talking to one's self in a mirror,1.85,183,USA,106,1,235,4,Ann-Margret,483,Color,6/2/2006 0:00,8315,John Michael Higgins,931,102167,Jon Favreau,957,52000000
The Bridge of San Luis Rey,22000,42880,English,Mary McGuckian,2004,Drama|Romance,181,winter,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,,5.1,bridge|friar|inquisition|peru|rope bridge,1.85,16,UK,120,3,6,2,Geraldine Chaplin,50,Color,12/22/2004 0:00,23769,F. Murray Abraham,382,2919,Robert De Niro,670,24000000
The Bridge on the River Kwai,682,27200000,English,David Lean,1957,Adventure|Drama|War,0,fall,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,4,8.2,allies|bridge|construction|jungle|sabotage,2.35,122,UK,161,2,767,5,Jack Hawkins,273,Color,12/14/1957 0:00,1035,Sessue Hayakawa,87,149444,William Holden,119,3000000
